species,scientific name,type,english name,english_name
Ranunculus flammula,Ranunculus flammula,Angiosperm,Lesser Spearwort,Lesser Spearwort
Ranunculus flammula subsp. flammula,Ranunculus flammula subsp. flammula,Angiosperm,Ranunculus flammula subsp. flammula,Ranunculus flammula subsp. flammula
Ranunculus fluitans,Ranunculus fluitans,Angiosperm,River Water-crowfoot,River Water-crowfoot
Ranunculus hederaceus,Ranunculus hederaceus,Angiosperm,Ivy-leaved Crowfoot,Ivy-leaved Crowfoot
Ranunculus lingua,Ranunculus lingua,Angiosperm,Greater Spearwort,Greater Spearwort
Ranunculus omiophyllus,Ranunculus omiophyllus,Angiosperm,Round-leaved Crowfoot,Round-leaved Crowfoot
Ranunculus parviflorus,Ranunculus parviflorus,Angiosperm,Small-flowered Buttercup,Small-flowered Buttercup
Ranunculus peltatus,Ranunculus peltatus,Angiosperm,Pond Water-crowfoot,Pond Water-crowfoot
Ranunculus penicillatus,Ranunculus penicillatus,Angiosperm,Stream Water-crowfoot,Stream Water-crowfoot
Ranunculus repens,Ranunculus repens,Angiosperm,Creeping Buttercup,Creeping Buttercup
Ranunculus reptans,Ranunculus reptans,Angiosperm,Creeping Spearwort,Creeping Spearwort
Ranunculus sardous,Ranunculus sardous,Angiosperm,Hairy Buttercup,Hairy Buttercup
Ranunculus sceleratus,Ranunculus sceleratus,Angiosperm,Celery-leaved Buttercup,Celery-leaved Buttercup
Ranunculus trichophyllus,Ranunculus trichophyllus,Angiosperm,Thread-leaved Water-crowfoot,Thread-leaved Water-crowfoot
Raphanus raphanistrum,Raphanus raphanistrum,Angiosperm,Wild Radish,Wild Radish
Raphanus raphanistrum subsp. maritimus,Raphanus raphanistrum subsp. maritimus,Angiosperm,Sea Radish,Sea Radish
Reseda alba,Reseda alba,Angiosperm,White Mignonette,White Mignonette
Reseda lutea,Reseda lutea,Angiosperm,Wild Mignonette,Wild Mignonette
Reseda luteola,Reseda luteola,Angiosperm,Weld,Weld
Rhamnus cathartica,Rhamnus cathartica,Angiosperm,Buckthorn,Buckthorn
Rheum palmatum x rhaponticum = R. x hybridum,Rheum palmatum x rhaponticum = R. x hybridum,Angiosperm,Rhubarb,Rhubarb
Rhinanthus angustifolius,Rhinanthus angustifolius,Angiosperm,Greater Yellow-rattle,Greater Yellow-rattle
Rhinanthus minor,Rhinanthus minor,Angiosperm,Yellow Rattle,Yellow Rattle
Rhododendron ponticum,Rhododendron ponticum,Angiosperm,Rhododendron,Rhododendron
Rhynchospora alba,Rhynchospora alba,Angiosperm,White Beak-sedge,White Beak-sedge
Rhynchospora fusca,Rhynchospora fusca,Angiosperm,Brown Beak-sedge,Brown Beak-sedge
Ribes alpinum,Ribes alpinum,Angiosperm,Mountain Currant,Mountain Currant
Ribes nigrum,Ribes nigrum,Angiosperm,Black Currant,Black Currant
Ribes rubrum,Ribes rubrum,Angiosperm,Red currant,Red currant
Ribes sanguineum,Ribes sanguineum,Angiosperm,Flowering Currant,Flowering Currant
Ribes spicatum,Ribes spicatum,Angiosperm,Downy Currant,Downy Currant
Ribes uva-crispa,Ribes uva-crispa,Angiosperm,Gooseberry,Gooseberry
Robinia pseudoacacia,Robinia pseudoacacia,Angiosperm,Black locust,Black locust
Romulea columnae,Romulea columnae,Angiosperm,Sand Crocus,Sand Crocus
Rorippa amphibia,Rorippa amphibia,Angiosperm,Great Yellow-cress,Great Yellow-cress
Rorippa islandica,Rorippa islandica,Angiosperm,Northern Yellow-cress,Northern Yellow-cress
Rorippa microphylla,Rorippa microphylla,Angiosperm,Narrow-fruited Water-cress,Narrow-fruited Water-cress
Rorippa nasturtium-aquaticum,Rorippa nasturtium-aquaticum,Angiosperm,Water-cress,Water-cress
Rorippa palustris,Rorippa palustris,Angiosperm,Marsh Yellow-cress,Marsh Yellow-cress
Rorippa sylvestris,Rorippa sylvestris,Angiosperm,Creeping Yellow-cress,Creeping Yellow-cress
Rosa,Rosa,Angiosperm,Roses,Roses
Rosa caesia,Rosa caesia,Angiosperm,Hairy_Glaucous Dog Rose,Hairy_Glaucous Dog Rose
Rosa caesia caesia x mollis,Rosa caesia caesia x mollis,Angiosperm,Rosa caesia caesia x mollis,Rosa caesia caesia x mollis
Rosa caesia subsp. vosagiaca,Rosa caesia subsp. vosagiaca,Angiosperm,Glaucous Dog-rose,Glaucous Dog-rose
Rosa caesia vosagiaca x sherardii,Rosa caesia vosagiaca x sherardii,Angiosperm,Rosa caesia vosagiaca x sherardii,Rosa caesia vosagiaca x sherardii
Rosa caesia x sherardii,Rosa caesia x sherardii,Angiosperm,Rosa caesia x sherardii,Rosa caesia x sherardii
Rosa canina,Rosa canina,Angiosperm,Dog Rose,Dog Rose
Rosa canina x sherardii = R. x rothschildii,Rosa canina x sherardii = R. x rothschildii,Angiosperm,Rosa canina x sherardii = R. x rothschildii,Rosa canina x sherardii = R. x rothschildii
Rosa micrantha,Rosa micrantha,Angiosperm,Small-flowered Sweet-briar,Small-flowered Sweet-briar
Rosa mollis,Rosa mollis,Angiosperm,Soft Downy-rose,Soft Downy-rose
Rosa pimpinellifolia,Rosa pimpinellifolia,Angiosperm,Burnet Rose,Burnet Rose
Rosa rubiginosa,Rosa rubiginosa,Angiosperm,Sweet-briar,Sweet-briar
Rosa rugosa,Rosa rugosa,Angiosperm,Japanese Rose,Japanese Rose
Rosa sherardii,Rosa sherardii,Angiosperm,Sherards Downy-rose,Sherards Downy-rose
Rosa sherardii x rubiginosa = R. x suberecta,Rosa sherardii x rubiginosa = R. x suberecta,Angiosperm,Rosa sherardii x rubiginosa = R. x suberecta,Rosa sherardii x rubiginosa = R. x suberecta
Rosa spinosissima,Rosa spinosissima,Angiosperm,Burnet Rose,Burnet Rose
Rosa spinosissima x mollis = R. x sabinii,Rosa spinosissima x mollis = R. x sabinii,Angiosperm,Rosa spinosissima x mollis = R. x sabinii,Rosa spinosissima x mollis = R. x sabinii
Rosa tomentosa,Rosa tomentosa,Angiosperm,Harsh Downy-rose,Harsh Downy-rose
Rubus,Rubus,Angiosperm,Brambles,Brambles
Rubus arcticus,Rubus arcticus,Angiosperm,Arctic Bramble,Arctic Bramble
Rubus armeniacus,Rubus armeniacus,Angiosperm,Giant Blackberry,Giant Blackberry
Rubus caesius,Rubus caesius,Angiosperm,Dewberry,Dewberry
Rubus chamaemorus,Rubus chamaemorus,Angiosperm,Cloudberry,Cloudberry
Rubus dasyphyllus,Rubus dasyphyllus,Angiosperm,Rubus dasyphyllus,Rubus dasyphyllus
Rubus eboracensis,Rubus eboracensis,Angiosperm,Rubus eboracensis,Rubus eboracensis
Rubus elegantispinosus,Rubus elegantispinosus,Angiosperm,Slender Spined Bramble,Slender Spined Bramble
Rubus fruticosus agg.,Rubus fruticosus agg.,Angiosperm,Bramble,Bramble
Rubus idaeus,Rubus idaeus,Angiosperm,Raspberry,Raspberry
Rubus idaeus x vitifolius,Rubus idaeus x vitifolius,Angiosperm,Rubus idaeus x vitifolius,Rubus idaeus x vitifolius
Rubus laciniatus,Rubus laciniatus,Angiosperm,Parsley-leaved Bramble,Parsley-leaved Bramble
Rubus latifolius,Rubus latifolius,Angiosperm,Rubus latifolius,Rubus latifolius
Rubus leptothyrsos,Rubus leptothyrsos,Angiosperm,Rubus leptothyrsos,Rubus leptothyrsos
Rubus mucronulatus,Rubus mucronulatus,Angiosperm,Cuspidate-leaved Bramble,Cuspidate-leaved Bramble
Rubus nemoralis,Rubus nemoralis,Angiosperm,Rubus nemoralis,Rubus nemoralis
Rubus polyanthemus,Rubus polyanthemus,Angiosperm,Rubus polyanthemus,Rubus polyanthemus
Rubus radula,Rubus radula,Angiosperm,Hairy Bramble,Hairy Bramble
Rubus saxatilis,Rubus saxatilis,Angiosperm,Stone Bramble,Stone Bramble
Rubus spectabilis,Rubus spectabilis,Angiosperm,Salmonberry,Salmonberry
Rubus tuberculatus,Rubus tuberculatus,Angiosperm,Rubus tuberculatus,Rubus tuberculatus
Rumex,Rumex,Angiosperm,Docks,Docks
Rumex acetosa,Rumex acetosa,Angiosperm,Common Sorrel,Common Sorrel
Rumex acetosella,Rumex acetosella,Angiosperm,Sheeps Sorrel,Sheeps Sorrel
Rumex aquaticus,Rumex aquaticus,Angiosperm,Scottish Dock,Scottish Dock
Rumex conglomeratus,Rumex conglomeratus,Angiosperm,Clustered Dock,Clustered Dock
Rumex conglomeratus x obtusifolius = R. x abortivus,Rumex conglomeratus x obtusifolius = R. x abortivus,Angiosperm,Rumex conglomeratus x obtusifolius = R. x abortivus,Rumex conglomeratus x obtusifolius = R. x abortivus
Rumex crispus,Rumex crispus,Angiosperm,Curled Dock,Curled Dock
Rumex crispus subsp. littoreus,Rumex crispus subsp. littoreus,Angiosperm,Rumex crispus subsp. littoreus,Rumex crispus subsp. littoreus
Rumex crispus x obtusifolius = R. x pratensis,Rumex crispus x obtusifolius = R. x pratensis,Angiosperm,Rumex crispus x obtusifolius = R. x pratensis,Rumex crispus x obtusifolius = R. x pratensis
Rumex hydrolapathum,Rumex hydrolapathum,Angiosperm,Water Dock,Water Dock
Rumex longifolius,Rumex longifolius,Angiosperm,Northern Dock,Northern Dock
Rumex longifolius x obtusifolius = R. x hybridus,Rumex longifolius x obtusifolius = R. x hybridus,Angiosperm,Rumex longifolius x obtusifolius = R. x hybridus,Rumex longifolius x obtusifolius = R. x hybridus
Rumex maritimus,Rumex maritimus,Angiosperm,Golden Dock,Golden Dock
Rumex obtusifolius,Rumex obtusifolius,Angiosperm,Broad-leaved Dock,Broad-leaved Dock
Rumex palustris,Rumex palustris,Angiosperm,Marsh Dock,Marsh Dock
Rumex sanguineus,Rumex sanguineus,Angiosperm,Blood-veined Dock,Blood-veined Dock
Rumex sanguineus x obtusifolius = R. x dufftii,Rumex sanguineus x obtusifolius = R. x dufftii,Angiosperm,Rumex sanguineus x obtusifolius = R. x dufftii,Rumex sanguineus x obtusifolius = R. x dufftii
Rumex stenophyllus,Rumex stenophyllus,Angiosperm,Rumex stenophyllus,Rumex stenophyllus
Ruppia cirrhosa,Ruppia cirrhosa,Angiosperm,Spiral Tasselweed,Spiral Tasselweed
Ruppia maritima,Ruppia maritima,Angiosperm,Beaked Tasselweed,Beaked Tasselweed
Sagina apetala,Sagina apetala,Angiosperm,Annual Pearlwort,Annual Pearlwort
Sagina apetala subsp. apetala,Sagina apetala subsp. apetala,Angiosperm,Sagina apetala subsp. apetala,Sagina apetala subsp. apetala
Sagina maritima,Sagina maritima,Angiosperm,Sea Pearlwort,Sea Pearlwort
Sagina nivalis,Sagina nivalis,Angiosperm,Snow Pearlwort,Snow Pearlwort
Sagina nodosa,Sagina nodosa,Angiosperm,Knotted Pearlwort,Knotted Pearlwort
Sagina procumbens,Sagina procumbens,Angiosperm,Procumbent Pearlwort,Procumbent Pearlwort
Sagina saginoides,Sagina saginoides,Angiosperm,Alpine Pearlwort,Alpine Pearlwort
Sagina subulata,Sagina subulata,Angiosperm,Heath Pearlwort,Heath Pearlwort
Salicornia dolichostachya,Salicornia dolichostachya,Angiosperm,Long-spiked Glasswort,Long-spiked Glasswort
Salicornia europaea,Salicornia europaea,Angiosperm,Common Glasswort,Common Glasswort
Salicornia fragilis,Salicornia fragilis,Angiosperm,Yellow Glasswort,Yellow Glasswort
Salicornia nitens,Salicornia nitens,Angiosperm,Shiny Glasswort,Shiny Glasswort
Salicornia ramosissima,Salicornia ramosissima,Angiosperm,Purple Glasswort,Purple Glasswort
Salix,Salix,Angiosperm,Willow,Willow
Salix arbuscula,Salix arbuscula,Angiosperm,Mountain Willow,Mountain Willow
Salix fragilis,Salix fragilis,Angiosperm,Crack-willow,Crack-willow
Salix herbacea,Salix herbacea,Angiosperm,Dwarf Willow,Dwarf Willow
Salix lanata,Salix lanata,Angiosperm,Woolly Willow,Woolly Willow
Salix lapponum,Salix lapponum,Angiosperm,Downy Willow,Downy Willow
Salix myrsinifolia,Salix myrsinifolia,Angiosperm,Dark-leaved Willow,Dark-leaved Willow
Salix myrsinites,Salix myrsinites,Angiosperm,Whortle-leaved Willow,Whortle-leaved Willow
Salix pentandra,Salix pentandra,Angiosperm,Bay Willow,Bay Willow
Salix phylicifolia,Salix phylicifolia,Angiosperm,Tea-leaved Willow,Tea-leaved Willow
Salix purpurea,Salix purpurea,Angiosperm,Purple Willow,Purple Willow
Salix repens,Salix repens,Angiosperm,Creeping Willow,Creeping Willow
Salix reticulata,Salix reticulata,Angiosperm,Net-leaved Willow,Net-leaved Willow
Salix viminalis,Salix viminalis,Angiosperm,Osier,Osier
Salsola kali,Salsola kali,Angiosperm,Saltwort,Saltwort
Salvia sclarea,Salvia sclarea,Angiosperm,Clary sage,Clary sage
Salvia verbenaca,Salvia verbenaca,Angiosperm,Wild Clary,Wild Clary
Sambucus ebulus,Sambucus ebulus,Angiosperm,Dwarf Elder,Dwarf Elder
Sambucus nigra,Sambucus nigra,Angiosperm,Elder,Elder
Sambucus racemosa,Sambucus racemosa,Angiosperm,Red-berried Elder,Red-berried Elder
Samolus valerandi,Samolus valerandi,Angiosperm,Brookweed,Brookweed
Sanguisorba minor,Sanguisorba minor,Angiosperm,Salad Burnet,Salad Burnet
Sanguisorba officinalis,Sanguisorba officinalis,Angiosperm,Great Burnet,Great Burnet
Sanicula europaea,Sanicula europaea,Angiosperm,Sanicle,Sanicle
Saponaria officinalis,Saponaria officinalis,Angiosperm,Soapwort,Soapwort
Sarracenia flava,Sarracenia flava,Angiosperm,Yellow pitcher plant,Yellow pitcher plant
Saussurea alpina,Saussurea alpina,Angiosperm,Alpine Saw-wort,Alpine Saw-wort
Saxifraga aizoides,Saxifraga aizoides,Angiosperm,Yellow Saxifrage,Yellow Saxifrage
Saxifraga cernua,Saxifraga cernua,Angiosperm,Drooping Saxifrage,Drooping Saxifrage
Saxifraga cespitosa,Saxifraga cespitosa,Angiosperm,Tufted Saxifrage,Tufted Saxifrage
Saxifraga granulata,Saxifraga granulata,Angiosperm,Meadow Saxifrage,Meadow Saxifrage
Saxifraga hirculus,Saxifraga hirculus,Angiosperm,Marsh Saxifrage,Marsh Saxifrage
Saxifraga hypnoides,Saxifraga hypnoides,Angiosperm,Mossy Saxifrage,Mossy Saxifrage
Saxifraga nivalis,Saxifraga nivalis,Angiosperm,Alpine Saxifrage,Alpine Saxifrage
Saxifraga oppositifolia,Saxifraga oppositifolia,Angiosperm,Purple Saxifrage,Purple Saxifrage
Saxifraga rivularis,Saxifraga rivularis,Angiosperm,Highland Saxifrage,Highland Saxifrage
Saxifraga spathularis x hirsuta = S. x polita,Saxifraga spathularis x hirsuta = S. x polita,Angiosperm,False Londonpride,False Londonpride
Saxifraga stellaris,Saxifraga stellaris,Angiosperm,Starry Saxifrage,Starry Saxifrage
Saxifraga tridactylites,Saxifraga tridactylites,Angiosperm,Rue-leaved Saxifrage,Rue-leaved Saxifrage
Saxifraga umbrosa x spathularis = S. x urbium,Saxifraga umbrosa x spathularis = S. x urbium,Angiosperm,Londonpride,Londonpride
Scabiosa columbaria,Scabiosa columbaria,Angiosperm,Small Scabious,Small Scabious
Scandix pecten-veneris,Scandix pecten-veneris,Angiosperm,Shepherds-needle,Shepherds-needle
Scheuchzeria palustris,Scheuchzeria palustris,Angiosperm,Rannoch-rush,Rannoch-rush
Schoenoplectus lacustris,Schoenoplectus lacustris,Angiosperm,Common Club-rush,Common Club-rush
Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani,Angiosperm,Grey Club-rush,Grey Club-rush
Schoenus ferrugineus,Schoenus ferrugineus,Angiosperm,Brown Bog-rush,Brown Bog-rush
Schoenus nigricans,Schoenus nigricans,Angiosperm,Black Bog-rush,Black Bog-rush
Scilla forbesii,Scilla forbesii,Angiosperm,Glory-of-the-snow,Glory-of-the-snow
Scilla verna,Scilla verna,Angiosperm,Spring Squill,Spring Squill
Scirpus sylvaticus,Scirpus sylvaticus,Angiosperm,Wood Club-rush,Wood Club-rush
Scleranthus annuus,Scleranthus annuus,Angiosperm,Annual Knawel,Annual Knawel
Scorzoneroides autumnalis,Scorzoneroides autumnalis,Angiosperm,Autumn Hawkbit,Autumn Hawkbit
Scrophularia auriculata,Scrophularia auriculata,Angiosperm,Water Figwort,Water Figwort
Scrophularia nodosa,Scrophularia nodosa,Angiosperm,Common Figwort,Common Figwort
Scrophularia umbrosa,Scrophularia umbrosa,Angiosperm,Green Figwort,Green Figwort
Scrophularia vernalis,Scrophularia vernalis,Angiosperm,Yellow Figwort,Yellow Figwort
Scutellaria galericulata,Scutellaria galericulata,Angiosperm,Skullcap,Skullcap
Scutellaria minor,Scutellaria minor,Angiosperm,Lesser Skullcap,Lesser Skullcap
Sedum acre,Sedum acre,Angiosperm,Biting Stonecrop,Biting Stonecrop
Sedum album,Sedum album,Angiosperm,White Stonecrop,White Stonecrop
Sedum anglicum,Sedum anglicum,Angiosperm,English Stonecrop,English Stonecrop
Sedum rosea,Sedum rosea,Angiosperm,Roseroot,Roseroot
Sedum rupestre,Sedum rupestre,Angiosperm,Reflexed Stonecrop,Reflexed Stonecrop
Sedum telephium,Sedum telephium,Angiosperm,Orpine,Orpine
Sedum villosum,Sedum villosum,Angiosperm,Hairy Stonecrop,Hairy Stonecrop
Sempervivum tectorum,Sempervivum tectorum,Angiosperm,House-leek,House-leek
Senecio aquaticus,Senecio aquaticus,Angiosperm,Marsh Ragwort,Marsh Ragwort
Senecio cambrensis,Senecio cambrensis,Angiosperm,Welsh Groundsel,Welsh Groundsel
Senecio erucifolius,Senecio erucifolius,Angiosperm,Hoary Ragwort,Hoary Ragwort
Senecio jacobaea,Senecio jacobaea,Angiosperm,Common Ragwort,Common Ragwort
Senecio squalidus,Senecio squalidus,Angiosperm,Oxford Ragwort,Oxford Ragwort
Senecio sylvaticus,Senecio sylvaticus,Angiosperm,Heath Groundsel,Heath Groundsel
Senecio viscosus,Senecio viscosus,Angiosperm,Sticky Groundsel,Sticky Groundsel
Senecio vulgaris,Senecio vulgaris,Angiosperm,Groundsel,Groundsel
Seriphidium maritimum,Seriphidium maritimum,Angiosperm,Sea Wormwood,Sea Wormwood
Serratula tinctoria,Serratula tinctoria,Angiosperm,Saw-wort,Saw-wort
Sesleria caerulea,Sesleria caerulea,Angiosperm,Blue Moor-grass,Blue Moor-grass
Setaria faberi,Setaria faberi,Angiosperm,Giant foxtail,Giant foxtail
Sherardia arvensis,Sherardia arvensis,Angiosperm,Field Madder,Field Madder
Sibbaldia procumbens,Sibbaldia procumbens,Angiosperm,Sibbaldia,Sibbaldia
Silaum silaus,Silaum silaus,Angiosperm,Pepper-saxifrage,Pepper-saxifrage
Silene acaulis,Silene acaulis,Angiosperm,Moss Campion,Moss Campion
Silene conica,Silene conica,Angiosperm,Sand Catchfly,Sand Catchfly
Silene dioica,Silene dioica,Angiosperm,Red Campion,Red Campion
Silene flos-cuculi,Silene flos-cuculi,Angiosperm,Ragged-Robin,Ragged-Robin
Silene gallica,Silene gallica,Angiosperm,Small-flowered Catchfly,Small-flowered Catchfly
Silene latifolia,Silene latifolia,Angiosperm,White Campion,White Campion
Silene latifolia subsp. alba,Silene latifolia subsp. alba,Angiosperm,Silene latifolia subsp. alba,Silene latifolia subsp. alba
Silene latifolia x dioica = S. x hampeana,Silene latifolia x dioica = S. x hampeana,Angiosperm,Hybrid Campion,Hybrid Campion
Silene noctiflora,Silene noctiflora,Angiosperm,Night-flowering Catchfly,Night-flowering Catchfly
Silene nutans,Silene nutans,Angiosperm,Nottingham Catchfly,Nottingham Catchfly
Silene uniflora,Silene uniflora,Angiosperm,Sea Campion,Sea Campion
Silene vulgaris,Silene vulgaris,Angiosperm,Bladder Campion,Bladder Campion
Silene vulgaris subsp. vulgaris,Silene vulgaris subsp. vulgaris,Angiosperm,Silene vulgaris subsp. vulgaris,Silene vulgaris subsp. vulgaris
Sinapis arvensis,Sinapis arvensis,Angiosperm,Charlock,Charlock
Sisymbrium altissimum,Sisymbrium altissimum,Angiosperm,Tall Rocket,Tall Rocket
Sisymbrium irio,Sisymbrium irio,Angiosperm,London-rocket,London-rocket
Sisymbrium officinale,Sisymbrium officinale,Angiosperm,Hedge Mustard,Hedge Mustard
Sisymbrium orientale,Sisymbrium orientale,Angiosperm,Eastern Rocket,Eastern Rocket
Sium latifolium,Sium latifolium,Angiosperm,Greater Water-parsnip,Greater Water-parsnip
Smyrnium olusatrum,Smyrnium olusatrum,Angiosperm,Alexanders,Alexanders
Solanum dulcamara,Solanum dulcamara,Angiosperm,Bittersweet,Bittersweet
Solanum nigrum,Solanum nigrum,Angiosperm,Black Nightshade,Black Nightshade
Soleirolia soleirolii,Soleirolia soleirolii,Angiosperm,Mind-your-own-business,Mind-your-own-business
Solidago canadensis,Solidago canadensis,Angiosperm,Canadian Goldenrod,Canadian Goldenrod
Solidago gigantea,Solidago gigantea,Angiosperm,Early Goldenrod,Early Goldenrod
Solidago graminifolia,Solidago graminifolia,Angiosperm,Grass-leaved goldenrod,Grass-leaved goldenrod
Solidago virgaurea,Solidago virgaurea,Angiosperm,Goldenrod,Goldenrod
Solidago virgaurea x canadensis = S. x niederederi,Solidago virgaurea x canadensis = S. x niederederi,Angiosperm,Goldenrod,Goldenrod
Sonchus arvensis,Sonchus arvensis,Angiosperm,Perennial Sow-thistle,Perennial Sow-thistle
Sonchus asper,Sonchus asper,Angiosperm,Prickly Sow-thistle,Prickly Sow-thistle
Sonchus oleraceus,Sonchus oleraceus,Angiosperm,Smooth Sow-thistle,Smooth Sow-thistle
Sorbaria sorbifolia,Sorbaria sorbifolia,Angiosperm,False spirea,False spirea
Sorbus aria,Sorbus aria,Angiosperm,Common Whitebeam,Common Whitebeam
Sorbus arranensis,Sorbus arranensis,Angiosperm,Arran Whitebeam,Arran Whitebeam
Sorbus intermedia,Sorbus intermedia,Angiosperm,Swedish Whitebeam,Swedish Whitebeam
Sorbus mougeotii,Sorbus mougeotii,Angiosperm,Vosges whitebeam,Vosges whitebeam
Sorbus pseudofennica,Sorbus pseudofennica,Angiosperm,Arran Service-tree,Arran Service-tree
Sorbus rupicola,Sorbus rupicola,Angiosperm,Rock Whitebeam,Rock Whitebeam
Sparganium angustifolium,Sparganium angustifolium,Angiosperm,Floating Bur-reed,Floating Bur-reed
